Corridor,Released_Loads,Cars_Enroute,Cars_Dwelling,Cars_Entering,snapshotdate,Date
Eastern Canada,442,1739,189,355,2021-01-25,2021-01-23
Prince Rupert,614,1230,117,0,2021-01-25,2021-01-23
Thunder Bay,57,100,84,1,2021-01-25,2021-01-23
USA/MEX,160,331,102,11,2021-01-25,2021-01-23
Vancouver,2488,7479,1078,921,2021-01-25,2021-01-23
Eastern Canada,372,1645,252,66,2021-01-26,2021-01-24
Prince Rupert,769,1248,327,192,2021-01-26,2021-01-24
Thunder Bay,69,88,85,1,2021-01-26,2021-01-24
USA/MEX,159,305,52,30,2021-01-26,2021-01-24
Vancouver,2115,7485,1415,863,2021-01-26,2021-01-24
Eastern Canada,356,1597,130,98,2021-01-27,2021-01-25
Prince Rupert,725,1348,220,297,2021-01-27,2021-01-25
Thunder Bay,106,142,86,52,2021-01-27,2021-01-25
USA/MEX,118,263,42,12,2021-01-27,2021-01-25
Vancouver,2008,7133,1526,474,2021-01-27,2021-01-25
Eastern Canada,409,1480,165,122,2021-01-28,2021-01-26
Prince Rupert,670,1514,214,305,2021-01-28,2021-01-26
Thunder Bay,224,185,85,42,2021-01-28,2021-01-26
USA/MEX,75,259,43,13,2021-01-28,2021-01-26
Vancouver,2418,6792,1242,868,2021-01-28,2021-01-26
Eastern Canada,560,1507,236,314,2021-01-29,2021-01-27
Prince Rupert,522,1637,111,305,2021-01-29,2021-01-27
Thunder Bay,151,318,85,133,2021-01-29,2021-01-27
USA/MEX,68,221,32,11,2021-01-29,2021-01-27
Vancouver,2392,7394,1343,1428,2021-01-29,2021-01-27
Eastern Canada,408,1708,162,294,2021-01-30,2021-01-28
Prince Rupert,488,1582,111,194,2021-01-30,2021-01-28
Thunder Bay,32,318,87,0,2021-01-30,2021-01-28
USA/MEX,72,387,41,188,2021-01-30,2021-01-28
Vancouver,1776,8023,1033,1196,2021-01-30,2021-01-28
Eastern Canada,263,1968,189,297,2021-01-31,2021-01-29
Prince Rupert,485,1548,105,100,2021-01-31,2021-01-29
Thunder Bay,5,316,85,0,2021-01-31,2021-01-29
USA/MEX,23,400,50,13,2021-01-31,2021-01-29
Vancouver,1869,7862,759,823,2021-01-31,2021-01-29
Eastern Canada,308,1852,192,25,2021-02-01,2021-01-30
Prince Rupert,238,1544,7,0,2021-02-01,2021-01-30
Thunder Bay,44,279,84,0,2021-02-01,2021-01-30
USA/MEX,15,402,54,14,2021-02-01,2021-01-30
Vancouver,1922,7960,584,836,2021-02-01,2021-01-30
Eastern Canada,201,1926,199,125,2021-02-02,2021-01-31
Prince Rupert,259,1559,7,198,2021-02-02,2021-01-31
Thunder Bay,112,229,82,0,2021-02-02,2021-01-31
USA/MEX,48,393,48,9,2021-02-02,2021-01-31
Vancouver,1898,8418,577,1377,2021-02-02,2021-01-31
Eastern Canada,253,1736,180,0,2021-02-03,2021-02-01
Prince Rupert,429,1376,27,54,2021-02-03,2021-02-01
Thunder Bay,122,179,120,0,2021-02-03,2021-02-01
USA/MEX,50,423,37,41,2021-02-03,2021-02-01
Vancouver,1915,7980,885,503,2021-02-03,2021-02-01
Eastern Canada,378,1730,234,129,2021-02-04,2021-02-02
Prince Rupert,577,1504,26,368,2021-02-04,2021-02-02
Thunder Bay,49,176,79,0,2021-02-04,2021-02-02
USA/MEX,68,382,38,9,2021-02-04,2021-02-02
Vancouver,2243,8101,1009,1117,2021-02-04,2021-02-02
Eastern Canada,441,1539,209,1,2021-02-05,2021-02-03
Prince Rupert,404,1557,20,185,2021-02-05,2021-02-03
Thunder Bay,0,176,79,0,2021-02-05,2021-02-03
USA/MEX,95,452,40,114,2021-02-05,2021-02-03
Vancouver,2173,7958,905,769,2021-02-05,2021-02-03
Eastern Canada,216,1534,226,0,2021-02-06,2021-02-04
Prince Rupert,425,1649,125,228,2021-02-06,2021-02-04
Thunder Bay,0,175,78,0,2021-02-06,2021-02-04
USA/MEX,74,479,51,50,2021-02-06,2021-02-04
Vancouver,2383,7719,1465,898,2021-02-06,2021-02-04
Eastern Canada,120,1443,344,1,2021-02-07,2021-02-05
Prince Rupert,324,1550,275,0,2021-02-07,2021-02-05
Thunder Bay,0,175,78,0,2021-02-07,2021-02-05
USA/MEX,66,453,95,0,2021-02-07,2021-02-05
Vancouver,2208,7098,1337,82,2021-02-07,2021-02-05
Eastern Canada,237,1633,353,335,2021-02-08,2021-02-06
Prince Rupert,226,1751,621,259,2021-02-08,2021-02-06
Thunder Bay,36,120,59,0,2021-02-08,2021-02-06
USA/MEX,104,522,120,110,2021-02-08,2021-02-06
Vancouver,2195,7063,1535,798,2021-02-08,2021-02-06
Eastern Canada,379,1524,366,49,2021-02-09,2021-02-07
Prince Rupert,247,1630,705,0,2021-02-09,2021-02-07
Thunder Bay,52,105,59,0,2021-02-09,2021-02-07
USA/MEX,114,507,206,18,2021-02-09,2021-02-07
Vancouver,2058,6772,1829,684,2021-02-09,2021-02-07
Eastern Canada,395,1464,309,110,2021-02-10,2021-02-08
Prince Rupert,205,1674,826,110,2021-02-10,2021-02-08
Thunder Bay,62,86,85,0,2021-02-10,2021-02-08
USA/MEX,59,489,263,4,2021-02-10,2021-02-08
Vancouver,2067,6758,2011,842,2021-02-10,2021-02-08
Eastern Canada,348,1371,275,46,2021-02-11,2021-02-09
Prince Rupert,278,1682,719,104,2021-02-11,2021-02-09
Thunder Bay,59,86,85,0,2021-02-11,2021-02-09
USA/MEX,46,522,261,51,2021-02-11,2021-02-09
Vancouver,2025,6971,1961,880,2021-02-11,2021-02-09
Eastern Canada,291,1392,275,166,2021-02-12,2021-02-10
Prince Rupert,229,1603,890,0,2021-02-12,2021-02-10
Thunder Bay,0,85,84,0,2021-02-12,2021-02-10
USA/MEX,70,512,357,9,2021-02-12,2021-02-10
Vancouver,1510,7352,2115,870,2021-02-12,2021-02-10
Eastern Canada,213,1387,349,0,2021-02-13,2021-02-11
Prince Rupert,201,1736,888,202,2021-02-13,2021-02-11
Thunder Bay,0,85,84,0,2021-02-13,2021-02-11
USA/MEX,45,508,320,0,2021-02-13,2021-02-11
Vancouver,1193,7845,2679,964,2021-02-13,2021-02-11
Eastern Canada,19,1494,396,115,2021-02-14,2021-02-12
Prince Rupert,232,1698,712,125,2021-02-14,2021-02-12
Thunder Bay,3,29,28,0,2021-02-14,2021-02-12
USA/MEX,14,530,310,24,2021-02-14,2021-02-12
Vancouver,1249,7740,2555,490,2021-02-14,2021-02-12
Western Canada,2,1,0,1,2021-02-14,2021-02-12
Eastern Canada,184,1330,358,3,2021-02-15,2021-02-13
Prince Rupert,350,1729,814,203,2021-02-15,2021-02-13
Thunder Bay,3,29,3,0,2021-02-15,2021-02-13
USA/MEX,10,521,358,0,2021-02-15,2021-02-13
Vancouver,1317,7716,2588,589,2021-02-15,2021-02-13
Western Canada,3,1,0,0,2021-02-15,2021-02-13
Eastern Canada,340,1277,411,112,2021-02-16,2021-02-14
Prince Rupert,438,1820,795,207,2021-02-16,2021-02-14
Thunder Bay,0,29,4,0,2021-02-16,2021-02-14
USA/MEX,40,556,358,61,2021-02-16,2021-02-14
Vancouver,1203,8217,2195,994,2021-02-16,2021-02-14
Western Canada,2,1,0,0,2021-02-16,2021-02-14
Eastern Canada,405,1294,314,117,2021-02-17,2021-02-15
Prince Rupert,329,1926,693,106,2021-02-17,2021-02-15
Thunder Bay,0,30,4,1,2021-02-17,2021-02-15
USA/MEX,64,636,292,110,2021-02-17,2021-02-15
Vancouver,1295,8222,2019,648,2021-02-17,2021-02-15
Western Canada,11,1,0,0,2021-02-17,2021-02-15
Eastern Canada,327,1648,255,460,2021-02-18,2021-02-16
Prince Rupert,304,1745,693,1,2021-02-18,2021-02-16
Thunder Bay,0,30,4,0,2021-02-18,2021-02-16
USA/MEX,59,725,300,109,2021-02-18,2021-02-16
Vancouver,1682,7742,1667,471,2021-02-18,2021-02-16
Western Canada,12,1,0,0,2021-02-18,2021-02-16
Eastern Canada,257,1783,201,206,2021-02-19,2021-02-17
Prince Rupert,277,1751,795,101,2021-02-19,2021-02-17
Thunder Bay,26,4,3,0,2021-02-19,2021-02-17
USA/MEX,38,726,75,9,2021-02-19,2021-02-17
Vancouver,2027,7603,1103,744,2021-02-19,2021-02-17
Western Canada,5,1,1,0,2021-02-19,2021-02-17
Eastern Canada,258,1732,168,85,2021-02-20,2021-02-18
Prince Rupert,445,1973,417,402,2021-02-20,2021-02-18
Thunder Bay,71,4,3,0,2021-02-20,2021-02-18
USA/MEX,24,725,79,5,2021-02-20,2021-02-18
Vancouver,2026,7729,1060,1015,2021-02-20,2021-02-18
Western Canada,4,1,1,0,2021-02-20,2021-02-18
Eastern Canada,196,1818,151,112,2021-02-21,2021-02-19
Prince Rupert,542,1794,209,0,2021-02-21,2021-02-19
Thunder Bay,45,4,4,0,2021-02-21,2021-02-19
USA/MEX,9,722,162,0,2021-02-21,2021-02-19
Vancouver,2170,8120,882,1209,2021-02-21,2021-02-19
Western Canada,2,1,1,0,2021-02-21,2021-02-19
Eastern Canada,195,2123,131,389,2021-02-22,2021-02-20
Prince Rupert,442,1748,10,155,2021-02-22,2021-02-20
Thunder Bay,135,4,4,0,2021-02-22,2021-02-20
USA/MEX,56,701,106,28,2021-02-22,2021-02-20
Vancouver,2129,8057,454,1057,2021-02-22,2021-02-20
Eastern Canada,191,1996,94,0,2021-02-23,2021-02-21
Prince Rupert,512,1667,9,0,2021-02-23,2021-02-21
Thunder Bay,260,4,4,0,2021-02-23,2021-02-21
USA/MEX,110,706,73,62,2021-02-23,2021-02-21
Vancouver,2200,8083,364,865,2021-02-23,2021-02-21
Eastern Canada,309,1859,194,56,2021-02-24,2021-02-22
Prince Rupert,416,1548,14,0,2021-02-24,2021-02-22
Thunder Bay,273,4,4,0,2021-02-24,2021-02-22
USA/MEX,239,643,41,111,2021-02-24,2021-02-22
Vancouver,1901,8429,722,1188,2021-02-24,2021-02-22
Eastern Canada,458,1855,167,209,2021-02-25,2021-02-23
Prince Rupert,295,1658,11,197,2021-02-25,2021-02-23
Thunder Bay,148,4,3,0,2021-02-25,2021-02-23
USA/MEX,280,697,36,116,2021-02-25,2021-02-23
Vancouver,2180,8163,682,863,2021-02-25,2021-02-23
Eastern Canada,456,1754,148,99,2021-02-26,2021-02-24
Prince Rupert,444,1605,12,102,2021-02-26,2021-02-24
Thunder Bay,40,3,2,0,2021-02-26,2021-02-24
USA/MEX,179,677,67,30,2021-02-26,2021-02-24
Vancouver,2252,8582,903,1401,2021-02-26,2021-02-24
Eastern Canada,522,1536,220,0,2021-02-27,2021-02-25
Prince Rupert,386,1376,64,0,2021-02-27,2021-02-25
Thunder Bay,40,3,2,0,2021-02-27,2021-02-25
USA/MEX,95,654,162,0,2021-02-27,2021-02-25
Vancouver,2795,8094,540,737,2021-02-27,2021-02-25
Eastern Canada,306,1466,251,0,2021-02-28,2021-02-26
Prince Rupert,464,1485,167,245,2021-02-28,2021-02-26
Thunder Bay,0,3,2,0,2021-02-28,2021-02-26
USA/MEX,69,639,173,4,2021-02-28,2021-02-26
Vancouver,2314,8620,727,1351,2021-02-28,2021-02-26
Eastern Canada,338,1691,288,455,2021-03-01,2021-02-27
Prince Rupert,453,1438,600,104,2021-03-01,2021-02-27
Thunder Bay,3,3,2,0,2021-03-01,2021-02-27
USA/MEX,40,679,170,61,2021-03-01,2021-02-27
Vancouver,2699,7797,827,517,2021-03-01,2021-02-27
Eastern Canada,427,1557,122,33,2021-03-02,2021-02-28
Prince Rupert,541,1431,375,188,2021-03-02,2021-02-28
Thunder Bay,4,3,2,0,2021-03-02,2021-02-28
USA/MEX,77,624,129,1,2021-03-02,2021-02-28
Vancouver,2501,7409,883,497,2021-03-02,2021-02-28
Eastern Canada,383,1565,95,112,2021-03-03,2021-03-01
Prince Rupert,503,1451,229,161,2021-03-03,2021-03-01
Thunder Bay,9,114,1,95,2021-03-03,2021-03-01
USA/MEX,140,564,140,16,2021-03-03,2021-03-01
Vancouver,2371,7403,778,1036,2021-03-03,2021-03-01
Western Canada,3,1,0,1,2021-03-03,2021-03-01
Eastern Canada,482,1352,76,43,2021-03-04,2021-03-02
Prince Rupert,541,1348,212,103,2021-03-04,2021-03-02
Thunder Bay,11,114,1,0,2021-03-04,2021-03-02
USA/MEX,215,501,35,19,2021-03-04,2021-03-02
Vancouver,2253,7489,644,1017,2021-03-04,2021-03-02
Western Canada,152,1,0,0,2021-03-04,2021-03-02
Eastern Canada,489,1490,78,293,2021-03-05,2021-03-03
Prince Rupert,494,1383,221,242,2021-03-05,2021-03-03
Thunder Bay,54,259,1,145,2021-03-05,2021-03-03
USA/MEX,151,543,30,60,2021-03-05,2021-03-03
Vancouver,2337,7130,395,769,2021-03-05,2021-03-03
Western Canada,150,2,0,1,2021-03-05,2021-03-03
Eastern Canada,295,1588,76,159,2021-03-06,2021-03-04
Prince Rupert,482,1510,216,357,2021-03-06,2021-03-04
Thunder Bay,54,294,1,35,2021-03-06,2021-03-04
USA/MEX,71,521,68,1,2021-03-06,2021-03-04
Vancouver,2486,7247,202,1162,2021-03-06,2021-03-04
Western Canada,1,2,0,0,2021-03-06,2021-03-04
Eastern Canada,165,1822,100,324,2021-03-07,2021-03-05
Prince Rupert,506,1721,220,424,2021-03-07,2021-03-05
Thunder Bay,12,315,1,21,2021-03-07,2021-03-05
USA/MEX,32,516,82,0,2021-03-07,2021-03-05
Vancouver,2576,7377,263,1297,2021-03-07,2021-03-05
Western Canada,1,2,1,0,2021-03-07,2021-03-05
Eastern Canada,206,1953,52,230,2021-03-08,2021-03-06
Prince Rupert,567,1685,128,104,2021-03-08,2021-03-06
Thunder Bay,73,359,2,104,2021-03-08,2021-03-06
USA/MEX,37,519,98,35,2021-03-08,2021-03-06
Vancouver,2652,7297,266,994,2021-03-08,2021-03-06
Western Canada,1,2,1,0,2021-03-08,2021-03-06
Eastern Canada,249,1880,72,57,2021-03-09,2021-03-07
Prince Rupert,636,1617,213,101,2021-03-09,2021-03-07
Thunder Bay,133,294,2,0,2021-03-09,2021-03-07
USA/MEX,81,529,99,55,2021-03-09,2021-03-07
Vancouver,2756,7222,348,1123,2021-03-09,2021-03-07
Western Canada,2,3,1,1,2021-03-09,2021-03-07
Eastern Canada,431,1821,132,171,2021-03-10,2021-03-08
Prince Rupert,486,1599,112,107,2021-03-10,2021-03-08
Thunder Bay,128,237,12,2,2021-03-10,2021-03-08
USA/MEX,94,566,90,66,2021-03-10,2021-03-08
Vancouver,2600,7044,515,852,2021-03-10,2021-03-08
Western Canada,1,9,2,6,2021-03-10,2021-03-08
Eastern Canada,430,1875,109,211,2021-03-11,2021-03-09
Prince Rupert,488,1410,217,50,2021-03-11,2021-03-09
Thunder Bay,144,338,32,165,2021-03-11,2021-03-09
USA/MEX,90,532,89,25,2021-03-11,2021-03-09
Vancouver,2662,6878,205,879,2021-03-11,2021-03-09
Western Canada,11,73,2,64,2021-03-11,2021-03-09
Eastern Canada,384,1905,92,147,2021-03-12,2021-03-10
Prince Rupert,422,1423,121,203,2021-03-12,2021-03-10
Thunder Bay,129,312,32,0,2021-03-12,2021-03-10
USA/MEX,152,458,90,10,2021-03-12,2021-03-10
Vancouver,2433,7212,274,1139,2021-03-12,2021-03-10
Western Canada,12,102,2,29,2021-03-12,2021-03-10
Eastern Canada,175,1991,76,111,2021-03-13,2021-03-11
Prince Rupert,413,1697,125,365,2021-03-13,2021-03-11
Thunder Bay,128,424,1,112,2021-03-13,2021-03-11
USA/MEX,90,416,53,0,2021-03-13,2021-03-11
Vancouver,2135,7213,285,819,2021-03-13,2021-03-11
Western Canada,2,114,3,12,2021-03-13,2021-03-11
Eastern Canada,158,2048,104,139,2021-03-14,2021-03-12
Prince Rupert,404,1815,221,331,2021-03-14,2021-03-12
Thunder Bay,15,431,93,0,2021-03-14,2021-03-12
USA/MEX,8,516,78,102,2021-03-14,2021-03-12
Vancouver,2465,7100,409,1060,2021-03-14,2021-03-12
Western Canada,5,112,4,0,2021-03-14,2021-03-12
Eastern Canada,345,1899,125,112,2021-03-15,2021-03-13
Prince Rupert,548,1500,15,5,2021-03-15,2021-03-13
Thunder Bay,81,557,82,199,2021-03-15,2021-03-13
USA/MEX,37,540,81,63,2021-03-15,2021-03-13
Vancouver,2684,7216,361,1086,2021-03-15,2021-03-13
Western Canada,167,78,4,6,2021-03-15,2021-03-13
Eastern Canada,483,1865,120,176,2021-03-16,2021-03-14
Prince Rupert,603,1586,6,200,2021-03-16,2021-03-14
Thunder Bay,120,719,81,212,2021-03-16,2021-03-14
USA/MEX,96,481,103,10,2021-03-16,2021-03-14
Vancouver,2533,6823,260,465,2021-03-16,2021-03-14
Western Canada,163,78,13,0,2021-03-16,2021-03-14
Eastern Canada,559,1870,103,241,2021-03-17,2021-03-15
Prince Rupert,362,1429,102,4,2021-03-17,2021-03-15
Thunder Bay,80,697,91,0,2021-03-17,2021-03-15
USA/MEX,163,408,100,17,2021-03-17,2021-03-15
Vancouver,2514,6636,410,898,2021-03-17,2021-03-15
Western Canada,4,89,11,15,2021-03-17,2021-03-15
Eastern Canada,534,1730,79,57,2021-03-18,2021-03-16
Prince Rupert,506,1393,3,126,2021-03-18,2021-03-16
Thunder Bay,122,808,91,112,2021-03-18,2021-03-16
USA/MEX,167,419,57,53,2021-03-18,2021-03-16
Vancouver,2755,6295,356,985,2021-03-18,2021-03-16
Western Canada,10,102,11,2,2021-03-18,2021-03-16
Eastern Canada,551,1555,237,92,2021-03-19,2021-03-17
Prince Rupert,544,1248,6,103,2021-03-19,2021-03-17
Thunder Bay,138,948,167,178,2021-03-19,2021-03-17
USA/MEX,125,420,54,54,2021-03-19,2021-03-17
Vancouver,2659,6729,185,1391,2021-03-19,2021-03-17
Western Canada,13,89,45,7,2021-03-19,2021-03-17
Eastern Canada,488,1445,159,2,2021-03-20,2021-03-18
Prince Rupert,499,1265,103,218,2021-03-20,2021-03-18
Thunder Bay,158,858,91,0,2021-03-20,2021-03-18
USA/MEX,90,585,62,200,2021-03-20,2021-03-18
Vancouver,2592,6342,187,758,2021-03-20,2021-03-18
Western Canada,7,89,45,0,2021-03-20,2021-03-18
Eastern Canada,450,1467,132,158,2021-03-21,2021-03-19
Prince Rupert,430,1494,7,453,2021-03-21,2021-03-19
Thunder Bay,222,978,154,206,2021-03-21,2021-03-19
USA/MEX,66,568,73,0,2021-03-21,2021-03-19
Vancouver,2240,6527,520,827,2021-03-21,2021-03-19
Western Canada,0,88,43,1,2021-03-21,2021-03-19
Eastern Canada,383,1298,131,52,2021-03-22,2021-03-20
Prince Rupert,616,1459,6,192,2021-03-22,2021-03-20
Thunder Bay,434,853,179,111,2021-03-22,2021-03-20
USA/MEX,51,541,60,7,2021-03-22,2021-03-20
Vancouver,1920,6910,343,969,2021-03-22,2021-03-20
Western Canada,14,88,45,10,2021-03-22,2021-03-20
Eastern Canada,487,1210,158,148,2021-03-23,2021-03-21
Prince Rupert,532,1362,6,125,2021-03-23,2021-03-21
Thunder Bay,665,609,103,0,2021-03-23,2021-03-21
USA/MEX,94,527,76,23,2021-03-23,2021-03-21
Vancouver,2136,6456,358,681,2021-03-23,2021-03-21
Western Canada,26,84,41,5,2021-03-23,2021-03-21
Eastern Canada,507,1130,105,50,2021-03-24,2021-03-22
Prince Rupert,581,1559,6,371,2021-03-24,2021-03-22
Thunder Bay,748,515,33,52,2021-03-24,2021-03-22
USA/MEX,162,466,74,7,2021-03-24,2021-03-22
Vancouver,2281,5884,262,411,2021-03-24,2021-03-22
Western Canada,32,65,41,1,2021-03-24,2021-03-22
Eastern Canada,359,1278,26,269,2021-03-25,2021-03-23
Prince Rupert,400,1477,5,104,2021-03-25,2021-03-23
Thunder Bay,800,815,15,516,2021-03-25,2021-03-23
USA/MEX,189,378,42,1,2021-03-25,2021-03-23
Vancouver,2201,5992,253,1041,2021-03-25,2021-03-23
Western Canada,21,177,41,113,2021-03-25,2021-03-23
Eastern Canada,302,1199,26,48,2021-03-26,2021-03-24
Prince Rupert,578,1610,9,323,2021-03-26,2021-03-24
Thunder Bay,649,1211,2,476,2021-03-26,2021-03-24
USA/MEX,154,349,36,15,2021-03-26,2021-03-24
Vancouver,2161,6275,409,1173,2021-03-26,2021-03-24
Western Canada,93,170,28,17,2021-03-26,2021-03-24
Eastern Canada,207,1383,16,205,2021-03-27,2021-03-25
Prince Rupert,600,1644,11,218,2021-03-27,2021-03-25
Thunder Bay,359,1616,2,405,2021-03-27,2021-03-25
USA/MEX,83,341,44,13,2021-03-27,2021-03-25
Vancouver,2283,6339,487,987,2021-03-27,2021-03-25
Western Canada,95,171,28,1,2021-03-27,2021-03-25
Eastern Canada,189,1267,20,1,2021-03-28,2021-03-26
Prince Rupert,584,1553,12,125,2021-03-28,2021-03-26
Thunder Bay,204,1774,3,274,2021-03-28,2021-03-26
USA/MEX,43,500,69,160,2021-03-28,2021-03-26
Vancouver,1912,6156,611,548,2021-03-28,2021-03-26
Western Canada,3,172,5,1,2021-03-28,2021-03-26
Eastern Canada,291,1194,33,87,2021-03-29,2021-03-27
Prince Rupert,631,1403,8,54,2021-03-29,2021-03-27
Thunder Bay,530,1835,1,400,2021-03-29,2021-03-27
USA/MEX,166,421,47,58,2021-03-29,2021-03-27
Vancouver,1739,6333,480,979,2021-03-29,2021-03-27
Western Canada,2,174,8,2,2021-03-29,2021-03-27
Eastern Canada,379,990,26,0,2021-03-30,2021-03-28
Prince Rupert,584,1378,5,151,2021-03-30,2021-03-28
Thunder Bay,685,1873,1,310,2021-03-30,2021-03-28
USA/MEX,171,404,45,5,2021-03-30,2021-03-28
Vancouver,2129,6306,765,770,2021-03-30,2021-03-28
Western Canada,114,61,16,0,2021-03-30,2021-03-28
Eastern Canada,554,887,38,97,2021-03-31,2021-03-29
Prince Rupert,541,1517,4,300,2021-03-31,2021-03-29
Thunder Bay,1026,1826,1,268,2021-03-31,2021-03-29
USA/MEX,49,407,45,13,2021-03-31,2021-03-29
Vancouver,2223,6859,539,1590,2021-03-31,2021-03-29
Western Canada,114,64,13,4,2021-03-31,2021-03-29
Eastern Canada,402,821,49,23,2021-04-01,2021-03-30
Prince Rupert,625,1409,205,155,2021-04-01,2021-03-30
Thunder Bay,938,2035,3,385,2021-04-01,2021-03-30
USA/MEX,39,541,44,153,2021-04-01,2021-03-30
Vancouver,2348,6632,422,694,2021-04-01,2021-03-30
Western Canada,4,71,13,7,2021-04-01,2021-03-30
Eastern Canada,371,784,128,111,2021-04-02,2021-03-31
Prince Rupert,367,1311,116,0,2021-04-02,2021-03-31
Thunder Bay,702,1981,5,215,2021-04-02,2021-03-31
USA/MEX,65,502,46,0,2021-04-02,2021-03-31
Vancouver,2313,6286,434,565,2021-04-02,2021-03-31
Western Canada,3,169,16,98,2021-04-02,2021-03-31
Eastern Canada,222,760,216,25,2021-04-03,2021-04-01
Prince Rupert,358,1306,219,183,2021-04-03,2021-04-01
Thunder Bay,744,1625,98,0,2021-04-03,2021-04-01
USA/MEX,57,497,57,0,2021-04-03,2021-04-01
Vancouver,2024,7271,586,1657,2021-04-03,2021-04-01
Western Canada,10,161,14,0,2021-04-03,2021-04-01
Eastern Canada,150,691,229,0,2021-04-04,2021-04-02
Prince Rupert,344,1391,225,141,2021-04-04,2021-04-02
Thunder Bay,937,1594,146,101,2021-04-04,2021-04-02
USA/MEX,1,499,68,4,2021-04-04,2021-04-02
Vancouver,1069,7584,739,442,2021-04-04,2021-04-02
Western Canada,58,142,19,0,2021-04-04,2021-04-02
Eastern Canada,241,611,229,89,2021-04-05,2021-04-03
Prince Rupert,387,1582,125,375,2021-04-05,2021-04-03
Thunder Bay,830,1485,148,210,2021-04-05,2021-04-03
USA/MEX,11,610,87,120,2021-04-05,2021-04-03
Vancouver,1339,7493,892,939,2021-04-05,2021-04-03
Western Canada,62,141,24,10,2021-04-05,2021-04-03
Eastern Canada,221,908,233,351,2021-04-06,2021-04-04
Prince Rupert,363,1466,102,54,2021-04-06,2021-04-04
Thunder Bay,658,1731,145,559,2021-04-06,2021-04-04
USA/MEX,88,545,74,10,2021-04-06,2021-04-04
Vancouver,2115,7398,725,911,2021-04-06,2021-04-04
Western Canada,16,146,20,8,2021-04-06,2021-04-04
Eastern Canada,215,897,196,81,2021-04-07,2021-04-05
Prince Rupert,473,1321,103,0,2021-04-07,2021-04-05
Thunder Bay,1002,1811,81,389,2021-04-07,2021-04-05
USA/MEX,136,499,63,2,2021-04-07,2021-04-05
Vancouver,2204,7419,915,924,2021-04-07,2021-04-05
Western Canada,5,159,15,14,2021-04-07,2021-04-05
Eastern Canada,192,970,129,151,2021-04-08,2021-04-06
Prince Rupert,479,1390,8,254,2021-04-08,2021-04-06
Thunder Bay,1202,1768,50,272,2021-04-08,2021-04-06
USA/MEX,173,499,42,53,2021-04-08,2021-04-06
Vancouver,2082,7158,826,646,2021-04-08,2021-04-06
Western Canada,3,168,15,11,2021-04-08,2021-04-06
Eastern Canada,150,900,115,1,2021-04-09,2021-04-07
Prince Rupert,545,1481,91,289,2021-04-09,2021-04-07
Thunder Bay,1071,1996,79,552,2021-04-09,2021-04-07
USA/MEX,163,418,45,5,2021-04-09,2021-04-07
Vancouver,2444,7204,1041,1301,2021-04-09,2021-04-07
Western Canada,5,179,14,12,2021-04-09,2021-04-07
Eastern Canada,189,782,188,5,2021-04-10,2021-04-08
Prince Rupert,495,1561,94,208,2021-04-10,2021-04-08
Thunder Bay,1002,2178,217,276,2021-04-10,2021-04-08
USA/MEX,122,386,66,3,2021-04-10,2021-04-08
Vancouver,2277,6915,1419,503,2021-04-10,2021-04-08
Western Canada,8,177,123,3,2021-04-10,2021-04-08
Eastern Canada,178,748,188,0,2021-04-11,2021-04-09
Prince Rupert,579,1522,94,207,2021-04-11,2021-04-09
Thunder Bay,415,2225,143,141,2021-04-11,2021-04-09
USA/MEX,154,263,56,0,2021-04-11,2021-04-09
Vancouver,2078,6925,720,970,2021-04-11,2021-04-09
Western Canada,8,171,132,0,2021-04-11,2021-04-09
Eastern Canada,167,796,192,121,2021-04-12,2021-04-10
Prince Rupert,597,1415,92,106,2021-04-12,2021-04-10
Thunder Bay,704,1994,293,162,2021-04-12,2021-04-10
USA/MEX,171,227,48,12,2021-04-12,2021-04-10
Vancouver,2323,6558,699,646,2021-04-12,2021-04-10
